key,provinciaId,distritoId,corregimientoId,codigo,nombre_corregimiento,cabecera
1314741,13,4,3,3,Amador,0
1314772,13,4,4,4,Arosemena,0
1314803,13,4,5,5,El Arado,0
1314834,13,4,6,6,El Coco,0
1314865,13,4,7,7,Feuillet,0
1314896,13,4,8,8,Guadalupe,0
1314927,13,4,9,9,Herrera,0
1314958,13,4,10,10,Hurtado,0
1314989,13,4,11,11,Iturralde,0
1315020,13,4,12,12,La Represa,0
1315051,13,4,13,13,Los Díaz,0
1315082,13,4,14,14,Mendoza,0
1315113,13,4,15,15,Obaldía,0
1315144,13,4,16,16,Playa Leona,0
1315175,13,4,17,17,Puerto Caimito,0
1315206,13,4,18,18,Santa Rita,0
1315640,13,5,1,1,San Carlos ,1
1315671,13,5,2,2,El Espino,0
1315702,13,5,3,3,El Higo,0
1315733,13,5,4,4,Guayabito,0
1315764,13,5,5,5,La Ermita,0
1315795,13,5,6,6,La Laguna,0
1315826,13,5,7,7,Las Uvas,0
1315857,13,5,8,8,Los Llanitos,0
1315888,13,5,9,9,San José,0
1191671,9,0,1,1,Atalaya ,1
1191702,9,0,2,2,El Barrito,0
1191733,9,0,3,3,La Montañuela,0
1191764,9,0,4,4,San Antonio,0
1191795,9,0,5,5,La Carrillo,0
1192632,9,1,1,1,Calobre ,1
1192663,9,1,2,2,Barnizal,0
1192694,9,1,3,3,Chitra,0
1192725,9,1,4,4,El Cocla,0
1192756,9,1,5,5,El Potrero,0
1192787,9,1,6,6,La Laguna,0
1192818,9,1,7,7,La Raya De Calobre,0
1192849,9,1,8,8,La Tetilla,0
1192880,9,1,9,9,La Yeguada,0
1192911,9,1,10,10,Las Guías,0
1192942,9,1,11,11,Monjarás,0
1192973,9,1,12,12,San José,0
